module_id,module_size,hpo_term,a_in_module_with_term,b_in_module_without_term,c_bg_with_term,d_bg_without_term,p_value,odds_ratio,freq_in_module,freq_in_bg,specificity_ratio,q_value,fdr_significant
9,24,HP:0005978,23,1,20,398,1.4558086519984229e-25,457.7,0.9583333333333334,0.04784688995215311,20.02916666666667,1.5155341351573327e-24,True
9,24,HP:0000100,21,3,10,408,1.9375751326711198e-25,285.6,0.875,0.023923444976076555,36.575,1.9666387596611863e-24,True
9,24,HP:0000678,20,4,7,411,4.113540401666032e-25,293.57142857142856,0.8333333333333334,0.01674641148325359,49.76190476190476,3.9764223882771644e-24,True
9,24,HP:0004213,20,4,7,411,4.113540401666032e-25,293.57142857142856,0.8333333333333334,0.01674641148325359,49.76190476190476,3.9764223882771644e-24,True
11,21,HP:0001696,19,2,9,412,1.3684569282499e-24,434.8888888888889,0.9047619047619048,0.021377672209026127,42.32275132275132,1.2627125292487712e-23,True
11,21,HP:0011534,19,2,9,412,1.3684569282499e-24,434.8888888888889,0.9047619047619048,0.021377672209026127,42.32275132275132,1.2627125292487712e-23,True
9,24,HP:0000085,20,4,8,410,1.42653510402936e-24,256.25,0.8333333333333334,0.019138755980861243,43.54166666666667,1.2870516716353781e-23,True
9,24,HP:0000011,21,3,12,406,1.5285364418864406e-24,236.83333333333334,0.875,0.028708133971291867,30.479166666666664,1.3490995552302062e-23,True
11,21,HP:0001651,19,2,10,411,3.950332834958295e-24,390.45,0.9047619047619048,0.023752969121140142,38.09047619047619,3.341323189568891e-23,True
11,21,HP:0004307,19,2,10,411,3.950332834958295e-24,390.45,0.9047619047619048,0.023752969121140142,38.09047619047619,3.341323189568891e-23,True
9,24,HP:0000142,20,4,9,409,4.554360818775588e-24,227.22222222222223,0.8333333333333334,0.0215311004784689,38.7037037037037,3.77361324984263e-23,True
6,25,HP:0007642,17,8,1,416,9.902672881532469e-24,884.0,0.68,0.002398081534772182,283.56000000000006,7.731702288273426e-23,True
6,25,HP:0030639,17,8,1,416,9.902672881532469e-24,884.0,0.68,0.002398081534772182,283.56000000000006,7.731702288273426e-23,True
12,16,HP:5200017,16,0,8,418,9.544205084915909e-24,inf,1.0,0.018779342723004695,53.25,7.731702288273426e-23,True
9,24,HP:0004408,20,4,11,407,3.7798014746042933e-23,185.0,0.8333333333333334,0.02631578947368421,31.66666666666667,2.895470563564798e-22,True
10,23,HP:0008316,16,7,1,418,5.324740395575152e-23,955.4285714285714,0.6956521739130435,0.002386634844868735,291.4782608695652,4.00341592704354e-22,True
10,23,HP:0004308,17,6,3,416,5.723801204442182e-23,392.8888888888889,0.7391304347826086,0.007159904534606206,103.231884057971,4.2252059800064106e-22,True
12,16,HP:0001483,15,1,5,421,8.496731720523954e-23,1263.0,0.9375,0.011737089201877934,79.875,5.947712204366768e-22,True
