HPO_ID,hpo_name,target_count,bg_count,pct_target,pct_bg,p_value,odds_ratio,IC,depth,q_value
HP:0030031,Small toe,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,7,1.0
HP:0030032,Partial absence of foot,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,6,1.0
HP:0030033,Small finger,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,7,1.0
HP:0030036,Isothenuria,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,6,1.0
HP:0030039,Fused thoracic vertebrae,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,8,1.0
HP:0030042,Incomplete ossification of pubis,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,9,1.0
HP:0030044,Flexion contracture of digit,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,6,1.0
HP:0030047,Abnormal lateral ventricle morphology,0,5,0.0,0.0010590976488032196,1.0,0.0,10.014857381316393,7,1.0
HP:0030049,Brain abscess,0,3,0.0,0.0006354585892819318,1.0,0.0,10.751822975482598,5,1.0
HP:0030052,Inguinal freckling,0,7,0.0,0.0014827367083245075,1.0,0.0,9.52943055414615,7,1.0
HP:0030053,Stiff skin,0,7,0.0,0.0014827367083245075,1.0,0.0,9.52943055414615,5,1.0
HP:0030054,Perifollicular fibrosis,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,5,1.0
HP:0030056,Uncombable hair,0,7,0.0,0.0014827367083245075,1.0,0.0,9.52943055414615,6,1.0
HP:0030058,Sickled erythrocytes,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,5,1.0
HP:0030059,Mitochondrial depletion,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,6,1.0
HP:0030062,Craniopharyngioma,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,6,1.0
HP:0030067,Peripheral primitive neuroectodermal neoplasm,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,8,1.0
HP:0030070,Central primitive neuroectodermal tumor,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,8,1.0
HP:0030071,Medulloepithelioma,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,9,1.0
HP:0030072,Paranasal sinus neoplasm,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,6,1.0
HP:0030075,Ductal carcinoma in situ,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,5,1.0
HP:0030079,Cervix cancer,0,6,0.0,0.0012709171785638637,1.0,0.0,9.751822975482598,5,1.0
HP:0030080,Burkitt lymphoma,0,8,0.0,0.0016945562380851515,1.0,0.0,9.336785476203755,6,1.0
HP:0030081,Punctate periventricular T2 hyperintense foci,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,11,1.0
HP:0030082,Abnormal drinking behavior,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,8,1.0
HP:0030083,Salt craving,0,3,0.0,0.0006354585892819318,1.0,0.0,10.751822975482598,9,1.0
HP:0030087,Abnormal circulating testosterone concentration,0,9,0.0,0.0019063757678457953,1.0,0.0,9.166860474761442,6,1.0
HP:0030088,Increased serum testosterone level,0,11,0.0,0.0023300148273670833,0.6143600286910604,0.0,8.877353857566458,7,1.0
HP:0030089,Abnormal muscle fiber protein expression,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,6,1.0
HP:0030091,Absent muscle fiber merosin,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,8,1.0
HP:0030092,Reduced muscle fiber merosin,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,8,1.0
HP:0030095,Reduced muscle collagen VI,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,7,1.0
HP:0030097,Absent muscle dystrophin expression,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,8,1.0
HP:0030114,Absent muscle fiber dysferlin,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,8,1.0
HP:0030117,Absent muscle fiber emerin,0,6,0.0,0.0012709171785638637,1.0,0.0,9.751822975482598,8,1.0
HP:0030137,Prolonged bleeding following circumcision,0,13,0.0,0.002753653886888371,0.6204099140324513,0.0,8.636345758062662,5,1.0
HP:0030140,Oral cavity bleeding,0,21,0.0,0.004448210124973522,0.250965428066356,0.0,7.944468053424995,4,1.0
HP:0030142,Abnormal bowel sounds,0,5,0.0,0.0010590976488032196,1.0,0.0,10.014857381316393,5,1.0
HP:0030145,Lack of bowel sounds,0,2,0.0,0.00042363905952128787,1.0,0.0,11.336785476203755,6,1.0
HP:0030153,Cholangiocarcinoma,0,8,0.0,0.0016945562380851515,1.0,0.0,9.336785476203755,6,1.0
HP:0030160,Cervicitis,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,9,1.0
HP:0030162,Glomerulomegaly,0,1,0.0,0.00021181952976064393,1.0,0.0,12.336785476203755,10,1.0
HP:0030164,Jaw claudication,0,5,0.0,0.0010590976488032196,1.0,0.0,10.014857381316393,6,1.0
HP:0030167,Antimitochondrial antibody positivity,0,11,0.0,0.0023300148273670833,0.6143600286910604,0.0,8.877353857566458,6,1.0
HP:0030168,Dilated superficial abdominal veins,0,4,0.0,0.0008472781190425757,1.0,0.0,10.336785476203755,7,1.0
HP:0030177,Abnormality of peripheral nervous system electrophysiology,0,3,0.0,0.0006354585892819318,1.0,0.0,10.751822975482598,5,1.0
