module_id,category_group,value,N_module,N_category,overlap,fold_enrichment,p_value,novel_candidates,potential_misclassifications,FDR,significant
7,Annotation,Protein biosynthesis,25,22,2,1.6073,0.3575793947316722,AMACR; AP3B2; ARL2BP; BTD; CTNS; CYFIP2; DHDDS; DNAJC19; FDX2; HADHA; HSD17B10; IBA57; LAMP2; MMACHC; MSTO1; MT-TP; NADK2; PCCB; PGK1; PYGM; SERAC1; SLC19A2; SLC38A3,AGXT; AIRE; EIF2B4; EPRS1; FASTKD2; GTPBP2; INPP5E; MIR204; MT-TH; MT-TL1; MT-TS2; MT-TV; MTRFR; NARS2; OAT; PTCD3; TRNT1; TSFM; WFS1; YARS1,0.8207093336913681,False
11,Annotation,Protein ubiquitination,21,9,1,2.3386,0.35738554952296564,AHI1; ARL13B; ARL3; ARMC9; CC2D2A; CEP104; CEP290; CEP41; CSPP1; INPP5E; KIAA0586; OFD1; PDE6D; RPGRIP1; TMEM138; TMEM216; TMEM218; TMEM231; TMEM67; ZNF423,CTNNB1; ERCC8; KLHL7; MED12; MMACHC; RCBTB1; RNF170; RPGR,0.8207093336913681,False
16,Annotation,Autophagic and endolysosomal pathway (AEL),10,56,2,1.5786,0.3682669571400306,ADGRV1; CEP78; CLRN1; PCDH15; USH1C; USH1G; USH2A; WHRN,ACBD5; ALMS1; AP3B1; AP3B2; AP3D1; AP5Z1; ATG7; ATP6V1A; C19orf12; CDC42; CHM; CISD2; CLCN2; CLCN3; CLN3; CLN5; CLN8; CTSD; DNM1L; DRAM2; EPG5; HGSNAT; HPS1; HPS4; LAMP2; LRP2; LRP5; LYST; MAPKAPK3; MCOLN1; MERTK; MFN2; MFSD8; NDP; OCA2; OPA1; PEX2; PLA2G5; PPP1R21; PPT1; PTPN23; SAG; SGSH; SLC25A46; SLC45A2; SNF8; SNX10; SPG11; TPP1; TREX1; TUB; TULP1; VPS13B; ZFYVE26,0.8349336490741701,False
3,Annotation,Synaptic signaling,29,33,3,1.3856,0.37035114617725656,ABCC6; AGXT; AIRE; ANKRD17; CDH23; CEP164; CEP83; CHD7; COL4A4; COQ8B; CTNNB1; DNAJC30; EIF2B4; HESX1; MED12; NPHP4; OTX2; PAX2; PNPLA6; RCBTB1; RERE; SDHB; SIX6; SOX2; THRB; TRAF3IP1,AFG3L2; AP3B2; ATP6V1A; BEST1; BLOC1S3; BLOC1S5; CABP4; CACNA1F; CACNA2D4; CAPN5; CLCN3; COL4A1; CRIPT; CYFIP2; GNB1; GNB3; GPR179; GRM6; KIF1A; LRIT3; MPZ; NYX; PPT1; RAB3GAP1; RIMS2; SLC24A1; SLC6A6; SPG11; TRPM1; TULP1,0.8349336490741701,False
14,Annotation,Cytoskeleton,13,43,2,1.5814,0.3662602103311687,ACO2; ADAM9; CDHR1; DRAM2; MCAT; NR2E3; OPN1SW; RGS9; RGS9BP; TMEM126A; UBAP1L,ANTXR1; ATXN7; BBS1; BBS2; BBS4; BLOC1S6; BRAF; CC2D2A; CCDC88A; CDC42; CLN3; CLRN1; CRIPT; CTNNB1; DIAPH1; DTNBP1; EYS; GJA1; IFT172; KIF11; KIF3B; KIZ; KLC2; MYO7A; NPHP1; NPHP4; OFD1; PAX6; PCDH15; PROM1; RHO; RP1; RP1L1; SCAPER; SDCCAG8; SPATA7; TTLL5; TUBB4B; TUBGCP4; TUBGCP6; USH1C,0.8349336490741701,False
5,Annotation,Transmembrane transport,26,53,4,1.283,0.38047779261246684,AP3B1; AP3D1; BLOC1S5; BLOC1S6; CISD2; DCT; DIAPH1; DTNBP1; EDNRB; EPG5; GPR143; HPS1; HPS3; HPS4; HPS5; HPS6; LRMDA; LYST; MITF; STN1; TYR; TYRP1,ABCA4; ABCC6; BEST1; CACNA1F; CACNA2D4; CLCC1; CLCN2; CLCN3; CNGA1; CNGA3; CNGB3; CNNM4; CTNS; DNAJC19; FLVCR1; GJA1; KCNJ13; KCNV2; LETM1; LRP2; LRRC8C; MCOLN1; MT-ATP6; MT-CO1; MT-CO2; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; NDUFA12; NDUFS2; PEX1; PEX6; PEX7; PNPT1; SLC19A2; SLC19A3; SLC24A1; SLC38A3; SLC38A8; SLC44A1; SLC52A2; SLC6A6; TRPM1,0.8527178763844109,False
13,Category,Other syndromic,15,148,6,1.1946,0.38530854438726275,BOLA3; ISCA2; MECR; MFF; MTO1; NARS2; NDUFA12; PTCD3; TSFM,ABCC6; ABHD12; ACBD5; ACO2; AGXT; AIRE; ALDH3A2; ALMS1; ALPK1; AMACR; AP3D1; AP5Z1; ARL2BP; ATXN7; BRAT1; CDH3; CEP78; CFAP410; CHD7; CLCN2; CNNM4; COG4; COL11A1; COL18A1; COL2A1; COL4A1; COL4A4; COL4A5; COL9A1; COL9A2; COL9A3; COQ2; CTC1; CTNNB1; CTNS; CWC27; CYP2R1; CYP2U1; DHX16; DPM1; DYNC2H1; DYNC2I2; EDNRB; EMC1; ERCC3; ERCC6; ERCC8; EXOSC2; FLVCR1; GNB1; GTPBP2; HADHA; HGSNAT; HK1; HMX1; HPS3; HPS4; HSD17B10; IFT140; IKBKG; INPP5E; JAG1; KIF11; KIF3B; KLHL7; LAMA1; LAMB2; LAMP2; LIG3; LRP2; LRRC32; LRRC8C; LYST; MAB21L2; MAN2B1; MCOLN1; MED12; MFRP; MFSD8; MITF; MMACHC; MSTO1; MT-TE; MT-TL1; MT-TP; MT-TS2; MT-TV; MVK; NDP; NEUROD1; NGLY1; OAT; OTX2; PANK2; PAX2; PCYT1A; PDSS1; PEX1; PEX2; PEX6; PEX7; PGK1; PHYH; PISD; PMM2; PNPLA6; POMGNT1; POMT1; PRPS1; PYGM; RBP4; RIMS2; RNU4ATAC; SACS; SCAPER; SGSH; SIX6; SLC19A2; SLC38A3; SLC6A6; SPG11; SPTLC1; STN1; STX3; SUMF1; TIMP3; TINF2; TPP1; TREX1; TRNT1; TTLL5; TTPA; TUB; TUBB4B; TUBGCP4; TUBGCP6; VPS13B; WDR19; WFS1; YARS1; ZFYVE26; ZNF423,0.8567240067384977,False
4,Category,SLS/NPHP,26,8,1,2.125,0.38676254372446617,ANTXR1; CCDC88A; CDC42; CDH3; CRIPT; CTNND1; CWC27; DYNC2H1; DYNC2I2; EMC1; EXOSC2; GATAD2B; GTPBP2; HGSNAT; IFT140; IFT172; LRRC8C; MAB21L2; NBAS; NR2F1; PUF60; SGSH; STAMBP; SUMF1; ZNHIT3,CEP164; IQCB1; NPHP1; NPHP4; SCLT1; SDCCAG8; TRAF3IP1,0.8567240067384977,False
2,Annotation,ER / Golgi homeostasis,35,17,2,1.4857,0.39629076194199564,ALDH3A2; ATP6V1A; CFAP410; CLCN3; COL11A1; COL2A1; COL9A1; COL9A2; COL9A3; CTC1; CYP2R1; DPM1; ERCC3; ERCC6; ERCC8; GJA1; IKBKG; LETM1; MAN2B1; MKS1; MVK; PCYT1A; PEX1; PEX2; PEX6; PEX7; PHYH; PPP1R21; RNU4ATAC; SNX10; SRD5A3; TINF2; TREX1,AP3D1; AP5Z1; ARL3; BBS1; BBS2; CDC42; CLN3; DYNC2H1; EMC1; HIKESHI; NBAS; REEP6; RP2; TFG; TRAPPC12,0.8727559554907534,False
14,Category,OCA / foveal hypoplasia,13,17,1,2.0,0.40373306987177937,ACO2; ADAM9; CDHR1; DRAM2; MCAT; NR2E3; OPN1SW; POC1B; RGS9; RGS9BP; TMEM126A; UBAP1L,AP3B1; BLOC1S3; BLOC1S5; BLOC1S6; DCT; DTNBP1; EPG5; HPS1; HPS5; HPS6; LRMDA; OCA2; SLC24A5; SLC45A2; TYR; TYRP1,0.884036204719241,False
1,Annotation,Synaptic signaling,56,33,5,1.1959,0.4090322069129558,ABHD12; ACBD5; AMPD2; AP5Z1; ATXN1; ATXN7; BRAT1; C19orf12; COQ2; COQ5; CYP2U1; DDHD2; DHX16; ELOVL1; EPRS1; FASTKD2; FBLN5; FLVCR1; HIKESHI; HK1; JAG1; KLC2; LAMA1; LAMB1; LIG3; MAG; MFN2; MTRFR; OPA3; PANK2; PDXK; PNPT1; PRPS1; RNF170; SACS; SLC19A3; SLC25A46; SLC44A1; SLC52A2; SNF8; SPG7; SPTLC1; ST3GAL5; TFG; TIMM8A; TPP1; TRAPPC12; TTPA; UCHL1; YARS1; ZFYVE26,AP3B2; ATP6V1A; BEST1; BLOC1S3; BLOC1S5; BRAF; CABP4; CACNA1F; CACNA2D4; CAPN5; CLCN3; COL4A1; COL4A5; CRIPT; CYFIP2; GNB3; GPR179; GRM6; LRIT3; NYX; PPT1; RAB3GAP1; RIMS2; SLC24A1; SLC6A6; STX3; TRPM1; TULP1,0.8842286008398029,False
9,Category,RP,24,77,5,1.1959,0.4094503224461668,ALMS1; BBIP1; BBS10; BBS12; BBS4; BBS5; BBS7; BBS9; IFT27; IFT74; LZTFL1; MKKS; NEUROD1; NPHP1; PMM2; SCAPER; SCLT1; SDCCAG8; WFS1,AHI1; AIPL1; ARL2BP; ARL3; CC2D2A; CEP83; CERKL; CFAP410; CLCC1; CLN3; CLRN1; CNGA1; COQ2; COQ5; COQ8B; CRB1; CYP4V2; DHDDS; DHX38; DYNC2H1; EYS; FLVCR1; HGSNAT; HK1; IDH3A; IDH3B; IFT140; IFT172; IMPDH1; IMPG2; KIAA1549; KIZ; KLHL7; LRAT; MAK; MERTK; MVK; NR2E3; NRL; OFD1; PCARE; PDE6B; PDE6G; PDSS1; POMGNT1; PRCD; PRPF3; PRPF31; PRPF8; PRPH2; RAX2; RBP3; RCBTB1; RDH12; REEP6; RHO; RLBP1; RP1; RP1L1; RP2; RPE65; RPGR; SAG; SLC24A1; SNRNP200; SPATA7; TMEM216; TOPORS; TULP1; UBAP1L; USH2A; ZNF408,0.8842286008398029,False
7,Annotation,Protein ubiquitination,25,9,1,1.9644,0.4107833657444754,AMACR; AP3B2; ARL2BP; BTD; CTNS; CYFIP2; DHDDS; DNAJC19; FDX2; HADHA; HSD17B10; IBA57; LAMP2; MSTO1; MT-TE; MT-TP; NADK2; PARS2; PCCB; PGK1; PYGM; SERAC1; SLC19A2; SLC38A3,CTNNB1; ERCC8; KLHL7; MED12; RCBTB1; RNF170; RPGR; TOPORS,0.8842286008398029,False
0,Annotation,Cytoskeleton,63,43,7,1.1421,0.4155158940705415,ABCA4; ADAMTS18; ALPK1; BEST1; C1QTNF5; CFH; CHM; CLCN2; CLEC3B; CNGA1; CTNNA1; DHX38; EFEMP1; ELOVL4; GUCA1A; GUCY2D; IDH3A; IGFBP7; IMPG1; IMPG2; KCNV2; KIAA1549; KLHL7; MAK; MAPKAPK3; MERTK; MFRP; MFSD8; NRL; OAT; PCARE; PDE6G; PDSS1; PISD; PLA2G5; PRPF3; PRPF31; PRPF8; PRPH2; RAB28; RAX2; RBP3; RBP4; REEP6; RP2; RS1; RTN4IP1; SAMD7; SLC38A8; SLC6A6; SNRNP200; TEAD1; TIMP3; TLCD3B; TRNT1; TUB,ANTXR1; ATXN7; BBS1; BBS2; BBS4; BLOC1S6; BRAF; CC2D2A; CCDC88A; CDC42; CLN3; CLRN1; CRIPT; CTNNB1; DIAPH1; DTNBP1; FRMD7; GJA1; IFT172; KIF11; KLC2; MYO7A; NPHP1; NPHP4; OFD1; PAX6; PCDH15; POC1B; RHO; RP1; SCAPER; SDCCAG8; SPATA7; TUBB4B; TUBGCP6; USH1C,0.889390762027395,False
6,Annotation,Lipid metabolism,25,58,4,1.2193,0.42054836817032965,CABP4; CACNA1F; CACNA2D4; CLCC1; GNAT1; GNB3; GPR179; GRK1; GRM6; IDH3B; LRIT3; MCOLN1; NYX; PDE6B; PRCD; RHO; RIMS2; RP1; SAG; SLC24A1; TRPM1,ABCA4; ABHD12; ACBD5; ALDH3A2; AMACR; BLOC1S6; CFAP418; CLN8; COQ2; CYP2R1; CYP2U1; DDHD2; DHDDS; DPM1; EDNRB; ELOVL1; ELOVL4; FDXR; FLVCR1; HADHA; HPS6; HSD17B10; INPP5E; LRAT; LRP2; MCAT; MECR; MFSD8; MT-TP; MVK; PCCB; PCYT1A; PDSS1; PEX2; PEX7; PHYH; PISD; PLA2G5; PNPLA6; PPT1; RBP3; RBP4; RDH12; RPE65; SERAC1; SLC44A1; SPTLC1; SRD5A3; ST3GAL5; SUMF1; TLCD3B; TPP1; TTPA; TYRP1,0.8901607126271978,False
8,Annotation,Cytoskeleton,24,43,3,1.2849,0.4194356146962425,ATAD3A; ATOH7; B3GALNT2; CAPN5; COL18A1; COL4A1; FZD4; HMX1; LAMB2; LRP2; LRP5; LRRC32; MIR204; NDP; P3H2; POMGNT1; POMT1; RAB3GAP1; TSPAN12; VCAN; ZNF408,ANTXR1; ATXN7; BBS1; BBS2; BBS4; BLOC1S6; BRAF; CC2D2A; CCDC88A; CDC42; CLN3; CLRN1; CRIPT; CTNNB1; DIAPH1; DTNBP1; EYS; FRMD7; GJA1; IFT172; KIF3B; KIZ; KLC2; MYO7A; NPHP1; NPHP4; OFD1; PCDH15; POC1B; PROM1; RHO; RP1; RP1L1; SCAPER; SDCCAG8; SPATA7; TTLL5; TUBB4B; TUBGCP4; USH1C,0.8901607126271978,False
0,Annotation,Visual cycle and phototransduction (VCPh),63,30,5,1.1693,0.4297746153782749,ADAMTS18; ALPK1; BEST1; C1QTNF5; CFH; CHM; CLCN2; CLEC3B; CNGA1; CTNNA1; DHX38; EFEMP1; ELOVL4; EYS; GUCY2D; IDH3A; IGFBP7; IMPG1; IMPG2; KCNV2; KIAA1549; KIF3B; KIZ; KLHL7; MAK; MAPKAPK3; MERTK; MFRP; MFSD8; NRL; OAT; PCARE; PDSS1; PISD; PLA2G5; PROM1; PRPF3; PRPF31; PRPF8; PRPH2; RAB28; RAX2; REEP6; RP1L1; RP2; RS1; RTN4IP1; SAMD7; SLC38A8; SLC6A6; SNRNP200; TEAD1; TIMP3; TLCD3B; TRNT1; TTLL5; TUB; TUBGCP4,AIPL1; CABP4; CYP4V2; GNAT1; GNAT2; GNB1; GNB3; GRK1; LRAT; NR2E3; OPN1LW; OPN1MW; OPN1SW; PDE6B; PDE6C; PDE6H; RDH12; RDH5; RGS9; RGS9BP; RHO; RLBP1; RP1; RPE65; SAG,0.9046636931443245,False
1,Category,Optic atrophy,56,19,3,1.2462,0.440990276724831,ABHD12; ACBD5; AMPD2; AP5Z1; ATXN1; ATXN7; BRAT1; C19orf12; COQ2; COQ5; CYP2U1; DDHD2; DHX16; ELOVL1; EPRS1; FASTKD2; FBLN5; FLVCR1; GNB1; HIKESHI; HK1; JAG1; KIF1A; KLC2; LAMA1; LAMB1; LIG3; MAG; MFN2; MPZ; MTRFR; PANK2; PDXK; PNPT1; PRPS1; RNF170; SACS; SLC19A3; SLC25A46; SLC44A1; SLC52A2; SNF8; SPG11; SPTLC1; ST3GAL5; TFG; TIMM8A; TPP1; TRAPPC12; TTPA; UCHL1; YARS1; ZFYVE26,ACO2; DNAJC30; DNM1L; MCAT; MT-CO1; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; NDUFA12; OPA1; TMEM126A,0.9231719529239594,False
0,Annotation,Lipid metabolism,63,58,9,1.0887,0.44855269720657476,ADAMTS18; ALPK1; BEST1; C1QTNF5; CFH; CHM; CLCN2; CLEC3B; CNGA1; CTNNA1; DHX38; EFEMP1; EYS; GUCA1A; GUCY2D; IDH3A; IGFBP7; IMPG1; IMPG2; KCNV2; KIAA1549; KIF3B; KIZ; KLHL7; MAK; MAPKAPK3; MERTK; MFRP; NRL; OAT; PCARE; PDE6G; PROM1; PRPF3; PRPF31; PRPF8; PRPH2; RAB28; RAX2; REEP6; RP1L1; RP2; RS1; RTN4IP1; SAMD7; SLC38A8; SLC6A6; SNRNP200; TEAD1; TIMP3; TRNT1; TTLL5; TUB; TUBGCP4,ABHD12; ACBD5; ALDH3A2; AMACR; BLOC1S6; CERKL; CFAP418; CLN8; COQ2; CYP2R1; CYP2U1; CYP4V2; DDHD2; DHDDS; DPM1; EDNRB; ELOVL1; FDXR; FLVCR1; HADHA; HPS6; HSD17B10; INPP5E; LRAT; LRP2; MCAT; MECR; MT-TP; MVK; PCCB; PCYT1A; PEX2; PEX7; PHYH; PNPLA6; PPT1; RDH12; RDH5; RLBP1; RPE65; SERAC1; SLC44A1; SPTLC1; SRD5A3; ST3GAL5; SUMF1; TPP1; TTPA; TYRP1,0.931721213579973,False
5,Annotation,Lipid metabolism,26,58,4,1.1724,0.4524105630243963,AP3B1; AP3D1; BLOC1S3; BLOC1S5; CISD2; DCT; DIAPH1; DTNBP1; EPG5; GPR143; HPS1; HPS3; HPS4; HPS5; LRMDA; LYST; MITF; OCA2; SLC24A5; SLC45A2; STN1; TYR,ABCA4; ABHD12; ACBD5; ALDH3A2; AMACR; CERKL; CFAP418; CLN8; COQ2; CYP2R1; CYP2U1; CYP4V2; DDHD2; DHDDS; DPM1; ELOVL1; ELOVL4; FDXR; FLVCR1; HADHA; HSD17B10; INPP5E; LRAT; LRP2; MCAT; MECR; MFSD8; MT-TP; MVK; PCCB; PCYT1A; PDSS1; PEX2; PEX7; PHYH; PISD; PLA2G5; PNPLA6; PPT1; RBP3; RBP4; RDH12; RDH5; RLBP1; RPE65; SERAC1; SLC44A1; SPTLC1; SRD5A3; ST3GAL5; SUMF1; TLCD3B; TPP1; TTPA,0.931721213579973,False
13,Annotation,ER / Golgi homeostasis,15,17,1,1.7333,0.45010635572581387,BOLA3; CLN5; CLN8; CTSD; FDXR; ISCA2; MECR; MFF; MTO1; NARS2; NDUFA12; PPT1; PTCD3; TSFM,AP3D1; AP5Z1; ARL3; BBS1; BBS2; CDC42; COG4; DYNC2H1; EMC1; HIKESHI; NBAS; REEP6; RP2; TFG; TRAPPC12; VPS13B,0.931721213579973,False
6,Annotation,Others,25,27,2,1.3096,0.4613785179456463,CABP4; CACNA1F; CACNA2D4; CERKL; CLCC1; CYP4V2; GNAT1; GNB3; GPR179; GRK1; GRM6; LRIT3; MCOLN1; NYX; PDE6B; RDH5; RHO; RIMS2; RLBP1; RP1; SAG; SLC24A1; TRPM1,ACO2; ANKRD17; B3GALNT2; BOLA3; BRAT1; BTD; CFH; EXOSC2; FDX2; IBA57; IDH3A; ISCA2; LRRC32; MAB21L2; MAN2B1; MFRP; MTO1; NGLY1; PDXK; PMM2; PYGM; SACS; STAMBP; TSPAN12; UBAP1L,0.9378989931217362,False
9,Annotation,Axonogenesis,24,11,1,1.6742,0.46279530369261523,ALMS1; ARL6; BBIP1; BBS1; BBS10; BBS12; BBS2; BBS4; BBS5; BBS7; BBS9; CFAP418; IFT27; IFT74; LZTFL1; MKKS; NEUROD1; NPHP1; PMM2; SCAPER; SCLT1; SDCCAG8; WFS1,AFG3L2; CYFIP2; LAMB2; NDP; OTX2; PAX2; PAX6; SLC25A46; SPG11; UCHL1,0.9378989931217362,False
16,Annotation,Extracellular matrix,10,26,1,1.7,0.4581168833915661,ADGRV1; ARSG; CEP78; CLRN1; MYO7A; PCDH15; USH1C; USH1G; WHRN,ADAMTS18; CLEC3B; COL11A1; COL18A1; COL2A1; COL4A1; COL4A4; COL4A5; COL9A1; COL9A2; COL9A3; EYS; FBLN5; FZD4; IMPG1; IMPG2; LAMB2; LRP5; NDP; NYX; P3H2; POMGNT1; POMT1; SERAC1; TIMP3,0.9378989931217362,False
5,Annotation,Cytoskeleton,26,43,3,1.186,0.4741132737673599,AP3B1; AP3D1; BLOC1S3; BLOC1S5; CISD2; DCT; EDNRB; EPG5; GPR143; HPS1; HPS3; HPS4; HPS5; HPS6; LRMDA; LYST; MITF; OCA2; SLC24A5; SLC45A2; STN1; TYR; TYRP1,ANTXR1; ATXN7; BBS1; BBS2; BBS4; BRAF; CC2D2A; CCDC88A; CDC42; CLN3; CLRN1; CRIPT; CTNNB1; EYS; FRMD7; GJA1; IFT172; KIF11; KIF3B; KIZ; KLC2; MYO7A; NPHP1; NPHP4; OFD1; PAX6; PCDH15; POC1B; PROM1; RHO; RP1; RP1L1; SCAPER; SDCCAG8; SPATA7; TTLL5; TUBB4B; TUBGCP4; TUBGCP6; USH1C,0.9457442790856759,False
14,Category,MD,13,21,1,1.619,0.4736443112861596,ACO2; ADAM9; DRAM2; FRMD7; MCAT; NR2E3; OPN1SW; POC1B; RGS9; RGS9BP; TMEM126A; UBAP1L,ABCA4; AP5Z1; BEST1; C1QTNF5; CFH; CLEC3B; CLN5; CTNNA1; EFEMP1; ELOVL4; FBLN5; IMPG1; IMPG2; MFSD8; PROM1; PRPH2; RP1L1; SAMD7; THRB; TIMP3,0.9457442790856759,False
12,Annotation,Cytoskeleton,16,43,2,1.2849,0.4732013088049967,AIPL1; ATG7; CRB1; CRX; IMPDH1; IQCB1; KCNJ13; LCA5; LRAT; NMNAT1; RD3; RDH12; RPE65; TULP1,ANTXR1; ATXN7; BBS1; BBS2; BBS4; BLOC1S6; BRAF; CC2D2A; CCDC88A; CDC42; CLN3; CLRN1; CRIPT; CTNNB1; DIAPH1; DTNBP1; EYS; FRMD7; GJA1; IFT172; KIF11; KIF3B; KIZ; KLC2; MYO7A; NPHP1; NPHP4; OFD1; PAX6; PCDH15; POC1B; PROM1; RHO; RP1; RP1L1; SCAPER; SDCCAG8; TTLL5; TUBGCP4; TUBGCP6; USH1C,0.9457442790856759,False
7,Annotation,Axonogenesis,25,11,1,1.6073,0.47693226938491456,AMACR; AP3B2; ARL2BP; BTD; CTNS; DHDDS; DNAJC19; FDX2; HADHA; HSD17B10; IBA57; LAMP2; MMACHC; MSTO1; MT-TE; MT-TP; NADK2; PARS2; PCCB; PGK1; PYGM; SERAC1; SLC19A2; SLC38A3,AFG3L2; LAMB2; NDP; OTX2; PAX2; PAX6; SLC25A46; SPG11; TTC8; UCHL1,0.9464124720606899,False
14,Cat,Both,13,54,2,1.2593,0.48611335471508527,ADAM9; CDHR1; DRAM2; FRMD7; MCAT; NR2E3; OPN1SW; POC1B; RGS9; RGS9BP; UBAP1L,AFG3L2; AHI1; ALMS1; AP5Z1; ARL2BP; ARL3; ARL6; BBS1; BBS2; CC2D2A; CEP290; CFAP410; CFAP418; CLN3; CLN5; CLRN1; COQ2; CTNNB1; DNAJC30; DYNC2H1; FLVCR1; HGSNAT; HK1; IFT140; IFT172; INPP5E; IQCB1; KIF11; KLHL7; MFSD8; MT-ND5; MT-ND6; MVK; NDP; NDUFA12; NMNAT1; OFD1; OPA1; OPA3; PCYT1A; PDSS1; POMGNT1; RCBTB1; RPGR; SPG7; SUMF1; TIMP3; TMEM216; TTC8; TTLL5; USH2A; WDR19,0.9589446879075687,False
13,Category,Optic atrophy,15,19,1,1.5509,0.48828154712353894,BOLA3; CLN3; CLN5; CLN8; CTSD; FDXR; ISCA2; MECR; MFF; MTO1; NARS2; PPT1; PTCD3; TSFM,ACO2; AFG3L2; DNAJC30; DNM1L; MCAT; MT-CO1; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; OPA1; OPA3; SPG7; TMEM126A,0.9589446879075687,False
0,Annotation,Transmembrane transport,63,53,7,0.9266,0.6587403547432042,ADAMTS18; ALPK1; C1QTNF5; CFH; CHM; CLEC3B; CTNNA1; DHX38; EFEMP1; ELOVL4; EYS; GUCA1A; GUCY2D; IDH3A; IGFBP7; IMPG1; IMPG2; KIAA1549; KIF3B; KIZ; KLHL7; MAK; MAPKAPK3; MERTK; MFRP; MFSD8; NRL; OAT; PCARE; PDE6G; PDSS1; PISD; PLA2G5; PROM1; PRPF3; PRPF31; PRPF8; PRPH2; RAB28; RAX2; RBP3; RBP4; REEP6; RP1L1; RP2; RS1; RTN4IP1; SAMD7; SNRNP200; TEAD1; TIMP3; TLCD3B; TRNT1; TTLL5; TUB; TUBGCP4,ABCC6; BLOC1S3; CACNA1F; CACNA2D4; CLCC1; CLCN3; CNGA3; CNGB3; CNNM4; CTNS; DNAJC19; FLVCR1; GJA1; KCNJ13; LETM1; LRP2; LRRC8C; MCOLN1; MT-ATP6; MT-CO1; MT-CO2; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; NDUFA12; NDUFS2; OCA2; PEX1; PEX6; PEX7; PNPT1; SLC19A2; SLC19A3; SLC24A1; SLC24A5; SLC38A3; SLC44A1; SLC45A2; SLC52A2; TRPM1,0.9999999999996478,False
3,Annotation,Transmembrane transport,29,53,1,0.2876,0.9784072171337562,AGXT; AIRE; ANKRD17; BRAF; CDH23; CEP164; CEP83; CHD7; COL4A4; COL4A5; COQ8B; CTNNB1; DNAJC30; EIF2B4; HESX1; MED12; NPHP4; OTX2; PAX2; PNPLA6; RCBTB1; RERE; SDHB; SIX6; SOX2; STX3; THRB; TRAF3IP1,ABCA4; BEST1; BLOC1S3; CACNA1F; CACNA2D4; CLCC1; CLCN2; CLCN3; CNGA1; CNGA3; CNGB3; CNNM4; CTNS; DNAJC19; FLVCR1; GJA1; KCNJ13; KCNV2; LETM1; LRP2; LRRC8C; MCOLN1; MT-ATP6; MT-CO1; MT-CO2; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; NDUFA12; NDUFS2; OCA2; PEX1; PEX6; PEX7; PNPT1; SLC19A2; SLC19A3; SLC24A1; SLC24A5; SLC38A3; SLC38A8; SLC44A1; SLC45A2; SLC52A2; SLC6A6; TRPM1,0.9999999999996478,False
1,Category,Usher syndrome,56,11,1,0.7175,0.7787723272375233,ACBD5; AFG3L2; AMPD2; AP5Z1; ATXN1; ATXN7; BRAT1; C19orf12; COQ2; COQ5; CYP2U1; DDHD2; DHX16; ELOVL1; EPRS1; FASTKD2; FBLN5; FLVCR1; GNB1; HIKESHI; HK1; JAG1; KIF1A; KLC2; LAMA1; LAMB1; LIG3; MAG; MFN2; MPZ; MTRFR; OPA3; PANK2; PDXK; PNPT1; PRPS1; RNF170; SACS; SLC19A3; SLC25A46; SLC44A1; SLC52A2; SNF8; SPG11; SPG7; SPTLC1; ST3GAL5; TFG; TIMM8A; TPP1; TRAPPC12; TTPA; UCHL1; YARS1; ZFYVE26,ADGRV1; ARSG; CDH23; CLRN1; MYO7A; PCDH15; USH1C; USH1G; USH2A; WHRN,0.9999999999996478,False
