module_id,category_group,value,N_module,N_category,overlap,fold_enrichment,p_value,novel_candidates,potential_misclassifications,FDR,significant
13,Annotation,Others,15,27,3,3.2741,0.05652838579404404,CLN3; CLN5; CLN8; CTSD; FDXR; MECR; MFF; NARS2; NDUFA12; PPT1; PTCD3; TSFM,ACO2; ANKRD17; B3GALNT2; BRAT1; BTD; CFH; EXOSC2; FDX2; IBA57; IDH3A; IDH3B; LRRC32; MAB21L2; MAN2B1; MFRP; NGLY1; PDXK; PMM2; PRCD; PYGM; SACS; STAMBP; TSPAN12; UBAP1L,0.23410124986446498,False
7,Annotation,Others,25,27,4,2.6193,0.05753366730644142,AMACR; AP3B2; ARL2BP; CTNS; CYFIP2; DHDDS; DNAJC19; HADHA; HSD17B10; LAMP2; MMACHC; MSTO1; MT-TE; MT-TP; NADK2; PARS2; PCCB; PGK1; SERAC1; SLC19A2; SLC38A3,ACO2; ANKRD17; B3GALNT2; BOLA3; BRAT1; CFH; EXOSC2; IDH3A; IDH3B; ISCA2; LRRC32; MAB21L2; MAN2B1; MFRP; MTO1; NGLY1; PDXK; PMM2; PRCD; SACS; STAMBP; TSPAN12; UBAP1L,0.23570244348122774,False
9,Cat,Both,24,54,6,2.0463,0.05883046906860969,BBIP1; BBS10; BBS12; BBS4; BBS5; BBS7; BBS9; IFT27; IFT74; LZTFL1; MKKS; NEUROD1; NPHP1; PMM2; SCAPER; SCLT1; SDCCAG8; WFS1,ACO2; AFG3L2; AHI1; AP5Z1; ARL2BP; ARL3; CC2D2A; CEP290; CFAP410; CLN3; CLN5; CLRN1; COQ2; CTNNB1; DNAJC30; DYNC2H1; FLVCR1; HGSNAT; HK1; IFT140; IFT172; INPP5E; IQCB1; KIF11; KLHL7; MFSD8; MT-ND5; MT-ND6; MVK; NDP; NDUFA12; NMNAT1; OFD1; OPA1; OPA3; PCYT1A; PDSS1; POMGNT1; RCBTB1; RPGR; SPG7; SUMF1; TIMP3; TMEM126A; TMEM216; TTLL5; USH2A; WDR19,0.23845115654404567,False
6,Annotation,Transmembrane transport,25,53,6,2.0015,0.06493907534604819,CABP4; CERKL; CYP4V2; GNAT1; GNB3; GPR179; GRK1; GRM6; IDH3B; LRIT3; NYX; PDE6B; PRCD; RDH5; RHO; RIMS2; RLBP1; RP1; SAG,ABCA4; ABCC6; BEST1; BLOC1S3; CLCN2; CLCN3; CNGA1; CNGA3; CNGB3; CNNM4; CTNS; DNAJC19; FLVCR1; GJA1; KCNJ13; KCNV2; LETM1; LRP2; LRRC8C; MT-ATP6; MT-CO1; MT-CO2; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; NDUFA12; NDUFS2; OCA2; PEX1; PEX6; PEX7; PNPT1; SLC19A2; SLC19A3; SLC24A5; SLC38A3; SLC38A8; SLC44A1; SLC45A2; SLC52A2; SLC6A6,0.26043987059836166,False
2,Multiple.phenotype.syndromic,No,35,391,34,1.0981,0.06820135562139287,MKS1,ABCC6; ACBD5; ACO2; ADAM9; ADAMTS18; ADGRV1; AFG3L2; AGXT; AHI1; AIRE; ALMS1; ALPK1; AMACR; AMPD2; ANKRD17; ANTXR1; AP3B1; AP3B2; AP3D1; AP5Z1; ARL13B; ARL2BP; ARL3; ARL6; ARMC9; ARSG; ATAD3A; ATG7; ATOH7; ATXN1; ATXN7; B3GALNT2; BBIP1; BBS1; BBS10; BBS12; BBS2; BBS4; BBS5; BBS7; BBS9; BLOC1S3; BLOC1S5; BLOC1S6; BOLA3; BRAF; BRAT1; BTD; C19orf12; CABP4; CACNA2D4; CAPN5; CC2D2A; CCDC88A; CDC42; CDH23; CDH3; CEP104; CEP290; CEP41; CEP78; CEP83; CFAP418; CFH; CHD7; CHM; CISD2; CLCC1; CLCN2; CLEC3B; CLN3; CLN5; CLN8; CLRN1; CNGA1; CNNM4; COL18A1; COL4A1; COL4A4; COL4A5; COQ2; COQ5; COQ8B; CRIPT; CSPP1; CTNNB1; CTNND1; CTNS; CTSD; CWC27; CYFIP2; CYP2U1; DCT; DDHD2; DHDDS; DHX16; DHX38; DIAPH1; DNAJC19; DNAJC30; DNM1L; DRAM2; DTNBP1; DYNC2H1; DYNC2I2; EDNRB; EFEMP1; EIF2B4; ELOVL1; ELOVL4; EMC1; EPG5; EPRS1; EXOSC2; FASTKD2; FBLN5; FDX2; FDXR; FLVCR1; FRMD7; FZD4; GATAD2B; GNAT2; GNB1; GNB3; GPR143; GPR179; GRK1; GRM6; GTPBP2; HADHA; HESX1; HGSNAT; HIKESHI; HK1; HMX1; HPS1; HPS3; HPS4; HPS5; HPS6; HSD17B10; IBA57; IDH3A; IDH3B; IFT140; IFT172; IFT27; IFT74; IGFBP7; IQCB1; ISCA2; JAG1; KCNV2; KIAA0586; KIAA1549; KIF11; KIF1A; KIF3B; KIZ; KLC2; KLHL7; LAMA1; LAMB1; LAMB2; LAMP2; LCA5; LIG3; LRIT3; LRMDA; LRP2; LRP5; LRRC32; LRRC8C; LYST; LZTFL1; MAB21L2; MAG; MAK; MAPKAPK3; MCAT; MCOLN1; MECR; MED12; MERTK; MFF; MFN2; MFRP; MFSD8; MIR204; MITF; MKKS; MMACHC; MPZ; MSTO1; MT-ATP6; MT-CO1; MT-CO2; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; MT-TE; MT-TH; MT-TL1; MT-TP; MT-TS2; MT-TV; MTO1; MTRFR; MYO7A; NADK2; NARS2; NBAS; NDP; NDUFA12; NDUFAF2; NDUFS2; NEUROD1; NGLY1; NMNAT1; NPHP4; NR2F1; NRL; NYX; OAT; OCA2; OFD1; OPA1; OPA3; OPN1SW; OTX2; P3H2; PANK2; PARS2; PAX2; PAX6; PCARE; PCCB; PCDH15; PDE6D; PDE6G; PDE6H; PDSS1; PDXK; PGK1; PISD; PLA2G5; PMM2; PNPLA6; PNPT1; POC1B; POLG; POMGNT1; POMT1; PPT1; PRCD; PRPF3; PRPF31; PRPF8; PRPS1; PTCD3; PTPN23; PUF60; PYGM; RAB28; RAB3GAP1; RBP3; RBP4; RCBTB1; RD3; RDH5; REEP6; RERE; RGS9; RGS9BP; RIMS2; RNF170; RP2; RPGR; RS1; RTN4IP1; SACS; SAMD7; SCLT1; SDHA; SDHB; SERAC1; SGSH; SIX6; SLC19A2; SLC19A3; SLC24A5; SLC25A46; SLC38A3; SLC38A8; SLC44A1; SLC45A2; SLC52A2; SLC6A6; SNF8; SNRNP200; SOX2; SPG11; SPG7; SPTLC1; ST3GAL5; STAMBP; STN1; STX3; SUMF1; TEAD1; TFG; THRB; TIMM8A; TIMP3; TLCD3B; TMEM126A; TMEM138; TMEM216; TMEM218; TMEM231; TMEM67; TOPORS; TPP1; TRAF3IP1; TRAPPC12; TRNT1; TRPM1; TSFM; TSPAN12; TTC8; TTLL5; TTPA; TUB; TUBB4B; TUBGCP4; TUBGCP6; TYR; TYRP1; UCHL1; USH1C; USH1G; USH2A; VCAN; WDR19; WFS1; WHRN; YARS1; ZFYVE26; ZNF423; ZNHIT3,0.26788367517268746,False
2,Multiple.phenotype.non.syndromic,No,35,391,34,1.0981,0.06820135562139287,MKS1,ABCC6; ACBD5; ACO2; ADAM9; ADAMTS18; ADGRV1; AFG3L2; AGXT; AHI1; AIRE; ALMS1; ALPK1; AMACR; AMPD2; ANKRD17; ANTXR1; AP3B1; AP3B2; AP3D1; AP5Z1; ARL13B; ARL2BP; ARL3; ARL6; ARMC9; ARSG; ATAD3A; ATG7; ATOH7; ATXN1; ATXN7; B3GALNT2; BBIP1; BBS1; BBS10; BBS12; BBS2; BBS4; BBS5; BBS7; BBS9; BLOC1S3; BLOC1S5; BLOC1S6; BOLA3; BRAF; BRAT1; BTD; C19orf12; CABP4; CACNA2D4; CAPN5; CC2D2A; CCDC88A; CDC42; CDH23; CDH3; CEP104; CEP290; CEP41; CEP78; CEP83; CFAP418; CFH; CHD7; CHM; CISD2; CLCC1; CLCN2; CLEC3B; CLN3; CLN5; CLN8; CLRN1; CNGA1; CNNM4; COL18A1; COL4A1; COL4A4; COL4A5; COQ2; COQ5; COQ8B; CRIPT; CSPP1; CTNNB1; CTNND1; CTNS; CTSD; CWC27; CYFIP2; CYP2U1; DCT; DDHD2; DHDDS; DHX16; DHX38; DIAPH1; DNAJC19; DNAJC30; DNM1L; DRAM2; DTNBP1; DYNC2H1; DYNC2I2; EDNRB; EFEMP1; EIF2B4; ELOVL1; ELOVL4; EMC1; EPG5; EPRS1; EXOSC2; FASTKD2; FBLN5; FDX2; FDXR; FLVCR1; FRMD7; FZD4; GATAD2B; GNAT2; GNB1; GNB3; GPR143; GPR179; GRK1; GRM6; GTPBP2; HADHA; HESX1; HGSNAT; HIKESHI; HK1; HMX1; HPS1; HPS3; HPS4; HPS5; HPS6; HSD17B10; IBA57; IDH3A; IDH3B; IFT140; IFT172; IFT27; IFT74; IGFBP7; IQCB1; ISCA2; JAG1; KCNV2; KIAA0586; KIAA1549; KIF11; KIF1A; KIF3B; KIZ; KLC2; KLHL7; LAMA1; LAMB1; LAMB2; LAMP2; LCA5; LIG3; LRIT3; LRMDA; LRP2; LRP5; LRRC32; LRRC8C; LYST; LZTFL1; MAB21L2; MAG; MAK; MAPKAPK3; MCAT; MCOLN1; MECR; MED12; MERTK; MFF; MFN2; MFRP; MFSD8; MIR204; MITF; MKKS; MMACHC; MPZ; MSTO1; MT-ATP6; MT-CO1; MT-CO2; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; MT-TE; MT-TH; MT-TL1; MT-TP; MT-TS2; MT-TV; MTO1; MTRFR; MYO7A; NADK2; NARS2; NBAS; NDP; NDUFA12; NDUFAF2; NDUFS2; NEUROD1; NGLY1; NMNAT1; NPHP4; NR2F1; NRL; NYX; OAT; OCA2; OFD1; OPA1; OPA3; OPN1SW; OTX2; P3H2; PANK2; PARS2; PAX2; PAX6; PCARE; PCCB; PCDH15; PDE6D; PDE6G; PDE6H; PDSS1; PDXK; PGK1; PISD; PLA2G5; PMM2; PNPLA6; PNPT1; POC1B; POLG; POMGNT1; POMT1; PPT1; PRCD; PRPF3; PRPF31; PRPF8; PRPS1; PTCD3; PTPN23; PUF60; PYGM; RAB28; RAB3GAP1; RBP3; RBP4; RCBTB1; RD3; RDH5; REEP6; RERE; RGS9; RGS9BP; RIMS2; RNF170; RP2; RPGR; RS1; RTN4IP1; SACS; SAMD7; SCLT1; SDHA; SDHB; SERAC1; SGSH; SIX6; SLC19A2; SLC19A3; SLC24A5; SLC25A46; SLC38A3; SLC38A8; SLC44A1; SLC45A2; SLC52A2; SLC6A6; SNF8; SNRNP200; SOX2; SPG11; SPG7; SPTLC1; ST3GAL5; STAMBP; STN1; STX3; SUMF1; TEAD1; TFG; THRB; TIMM8A; TIMP3; TLCD3B; TMEM126A; TMEM138; TMEM216; TMEM218; TMEM231; TMEM67; TOPORS; TPP1; TRAF3IP1; TRAPPC12; TRNT1; TRPM1; TSFM; TSPAN12; TTC8; TTLL5; TTPA; TUB; TUBB4B; TUBGCP4; TUBGCP6; TYR; TYRP1; UCHL1; USH1C; USH1G; USH2A; VCAN; WDR19; WFS1; WHRN; YARS1; ZFYVE26; ZNF423; ZNHIT3,0.26788367517268746,False
9,Cat,Syndromic,24,261,18,1.2701,0.07522041471715829,ALMS1; ARL6; BBS1; BBS2; CFAP418; TTC8,ABCC6; ABHD12; ACBD5; ADGRV1; AGXT; AIRE; ALDH3A2; ALPK1; AMACR; AMPD2; ANKRD17; ANTXR1; AP3B1; AP3B2; AP3D1; ARL13B; ARMC9; ARSG; ATAD3A; ATG7; ATP6V1A; ATXN1; ATXN7; B3GALNT2; BLOC1S3; BLOC1S5; BLOC1S6; BOLA3; BRAF; BRAT1; BTD; C19orf12; CCDC88A; CDC42; CDH23; CDH3; CEP104; CEP164; CEP41; CEP78; CHD7; CISD2; CLCN2; CLCN3; CLN8; CNNM4; COG4; COL11A1; COL18A1; COL2A1; COL4A1; COL4A4; COL4A5; COL9A1; COL9A2; COL9A3; CRIPT; CSPP1; CTC1; CTNS; CTSD; CWC27; CYFIP2; CYP2R1; CYP2U1; DCT; DDHD2; DHX16; DIAPH1; DNAJC19; DPM1; DTNBP1; DYNC2I2; EDNRB; EIF2B4; ELOVL1; EMC1; EPG5; EPRS1; ERCC3; ERCC6; ERCC8; EXOSC2; FASTKD2; FDX2; FDXR; FRMD7; GATAD2B; GJA1; GNB1; GTPBP2; HADHA; HESX1; HIKESHI; HMX1; HPS1; HPS3; HPS4; HPS5; HPS6; HSD17B10; IBA57; IKBKG; ISCA2; JAG1; KIAA0586; KIF1A; KIF3B; KLC2; LAMA1; LAMB1; LAMB2; LAMP2; LETM1; LIG3; LRMDA; LRP2; LRRC32; LRRC8C; LYST; MAB21L2; MAG; MAN2B1; MCOLN1; MECR; MED12; MFF; MFN2; MFRP; MITF; MKS1; MMACHC; MPZ; MSTO1; MT-ATP6; MT-CO2; MT-ND3; MT-TE; MT-TH; MT-TL1; MT-TP; MT-TS2; MT-TV; MTO1; MTRFR; MYO7A; NADK2; NARS2; NBAS; NDUFAF2; NDUFS2; NGLY1; NPHP4; NR2F1; OAT; OCA2; OTX2; PANK2; PARS2; PAX2; PCCB; PCDH15; PDE6D; PDXK; PEX1; PEX2; PEX6; PEX7; PGK1; PHYH; PISD; PNPLA6; PNPT1; POLG; POMT1; PPP1R21; PPT1; PRPS1; PTCD3; PTPN23; PUF60; PYGM; RAB3GAP1; RBP4; RERE; RIMS2; RNF170; RNU4ATAC; RTN4IP1; SACS; SDHA; SDHB; SERAC1; SGSH; SIX6; SLC19A2; SLC19A3; SLC24A5; SLC25A46; SLC38A3; SLC44A1; SLC45A2; SLC52A2; SLC6A6; SNF8; SNX10; SOX2; SPG11; SPTLC1; SRD5A3; ST3GAL5; STAMBP; STN1; STX3; TFG; TIMM8A; TINF2; TMEM138; TMEM218; TMEM231; TMEM67; TPP1; TRAF3IP1; TRAPPC12; TREX1; TRNT1; TSFM; TTPA; TUB; TUBB4B; TUBGCP4; TUBGCP6; TYR; TYRP1; UCHL1; USH1C; USH1G; VPS13B; WHRN; YARS1; ZFYVE26; ZNF423; ZNHIT3,0.29060350802476453,False
13,Cat,Syndromic,15,261,12,1.3548,0.07551114775446637,CLN3; CLN5; NDUFA12,ABCC6; ABHD12; ACBD5; ADGRV1; AGXT; AIRE; ALDH3A2; ALPK1; AMACR; AMPD2; ANKRD17; ANTXR1; AP3B1; AP3B2; AP3D1; ARL13B; ARMC9; ARSG; ATAD3A; ATG7; ATP6V1A; ATXN1; ATXN7; B3GALNT2; BBIP1; BBS10; BBS12; BBS4; BBS5; BBS7; BBS9; BLOC1S3; BLOC1S5; BLOC1S6; BRAF; BRAT1; BTD; C19orf12; CCDC88A; CDC42; CDH23; CDH3; CEP104; CEP164; CEP41; CEP78; CHD7; CISD2; CLCN2; CLCN3; CNNM4; COG4; COL11A1; COL18A1; COL2A1; COL4A1; COL4A4; COL4A5; COL9A1; COL9A2; COL9A3; CRIPT; CSPP1; CTC1; CTNS; CWC27; CYFIP2; CYP2R1; CYP2U1; DCT; DDHD2; DHX16; DIAPH1; DNAJC19; DPM1; DTNBP1; DYNC2I2; EDNRB; EIF2B4; ELOVL1; EMC1; EPG5; EPRS1; ERCC3; ERCC6; ERCC8; EXOSC2; FASTKD2; FDX2; FRMD7; GATAD2B; GJA1; GNB1; GTPBP2; HADHA; HESX1; HIKESHI; HMX1; HPS1; HPS3; HPS4; HPS5; HPS6; HSD17B10; IBA57; IFT27; IFT74; IKBKG; JAG1; KIAA0586; KIF1A; KIF3B; KLC2; LAMA1; LAMB1; LAMB2; LAMP2; LETM1; LIG3; LRMDA; LRP2; LRRC32; LRRC8C; LYST; LZTFL1; MAB21L2; MAG; MAN2B1; MCOLN1; MED12; MFN2; MFRP; MITF; MKKS; MKS1; MMACHC; MPZ; MSTO1; MT-ATP6; MT-CO2; MT-ND3; MT-TE; MT-TH; MT-TL1; MT-TP; MT-TS2; MT-TV; MTRFR; MYO7A; NADK2; NBAS; NDUFAF2; NDUFS2; NEUROD1; NGLY1; NPHP1; NPHP4; NR2F1; OAT; OCA2; OTX2; PANK2; PARS2; PAX2; PCCB; PCDH15; PDE6D; PDXK; PEX1; PEX2; PEX6; PEX7; PGK1; PHYH; PISD; PMM2; PNPLA6; PNPT1; POLG; POMT1; PPP1R21; PRPS1; PTPN23; PUF60; PYGM; RAB3GAP1; RBP4; RERE; RIMS2; RNF170; RNU4ATAC; RTN4IP1; SACS; SCAPER; SCLT1; SDCCAG8; SDHA; SDHB; SERAC1; SGSH; SIX6; SLC19A2; SLC19A3; SLC24A5; SLC25A46; SLC38A3; SLC44A1; SLC45A2; SLC52A2; SLC6A6; SNF8; SNX10; SOX2; SPG11; SPTLC1; SRD5A3; ST3GAL5; STAMBP; STN1; STX3; TFG; TIMM8A; TINF2; TMEM138; TMEM218; TMEM231; TMEM67; TPP1; TRAF3IP1; TRAPPC12; TREX1; TRNT1; TTPA; TUB; TUBB4B; TUBGCP4; TUBGCP6; TYR; TYRP1; UCHL1; USH1C; USH1G; VPS13B; WFS1; WHRN; YARS1; ZFYVE26; ZNF423; ZNHIT3,0.29060350802476453,False
2,Cat,Candidate retinal phenotype in syndrome,35,1,1,12.6286,0.07918552036199096,ALDH3A2; ATP6V1A; CFAP410; COG4; COL11A1; COL2A1; COL9A1; COL9A2; COL9A3; CTC1; CYP2R1; DPM1; ERCC3; ERCC6; ERCC8; GJA1; IKBKG; LETM1; MAN2B1; MKS1; MVK; PCYT1A; PEX1; PEX2; PEX6; PEX7; PHYH; PPP1R21; RNU4ATAC; SNX10; SRD5A3; TINF2; TREX1; VPS13B,,0.30169683257918556,False
4,Cat,Both,26,54,6,1.8889,0.08278678321817229,ANTXR1; CCDC88A; CDC42; CDH3; CRIPT; CTNND1; CWC27; DYNC2I2; EMC1; EXOSC2; GATAD2B; GTPBP2; LRRC8C; MAB21L2; NBAS; NR2F1; PUF60; SGSH; STAMBP; ZNHIT3,ACO2; AFG3L2; AHI1; ALMS1; AP5Z1; ARL2BP; ARL3; ARL6; BBS1; BBS2; CC2D2A; CEP290; CFAP410; CFAP418; CLN3; CLN5; CLRN1; COQ2; CTNNB1; DNAJC30; FLVCR1; HK1; INPP5E; IQCB1; KIF11; KLHL7; MFSD8; MT-ND5; MT-ND6; MVK; NDP; NDUFA12; NMNAT1; OFD1; OPA1; OPA3; PCYT1A; PDSS1; POMGNT1; RCBTB1; RPGR; SPG7; TIMP3; TMEM126A; TMEM216; TTC8; TTLL5; USH2A,0.3122946970903331,False
12,Annotation,Nucleotide metabolism,16,31,3,2.6734,0.09376538492354337,AIPL1; ATG7; CRB1; CRX; IQCB1; KCNJ13; LCA5; LRAT; RDH12; RPE65; SPATA7; TUBB4B; TULP1,ABCC6; AMPD2; ATP6V1A; CTNS; DNAJC30; DNM1L; FDXR; GUCA1A; GUCY2D; HK1; MT-ATP6; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND4L; MT-ND5; MT-ND6; NADK2; NDUFA12; NDUFS2; OPA1; PGK1; PRPS1; SDHA; SDHB; TREX1; UCHL1,0.35024129074382376,False
4,Annotation,Cytoskeleton,26,43,5,1.9767,0.09595680226074395,CDH3; CTNND1; CWC27; DYNC2H1; DYNC2I2; EMC1; EXOSC2; GATAD2B; GTPBP2; HGSNAT; IFT140; LRRC8C; MAB21L2; NBAS; NR2F1; PUF60; SGSH; STAMBP; SUMF1; WDR19; ZNHIT3,ATXN7; BBS1; BBS2; BBS4; BLOC1S6; BRAF; CC2D2A; CLN3; CLRN1; CTNNB1; DIAPH1; DTNBP1; EYS; FRMD7; GJA1; KIF11; KIF3B; KIZ; KLC2; MYO7A; NPHP1; NPHP4; OFD1; PAX6; PCDH15; POC1B; PROM1; RHO; RP1; RP1L1; SCAPER; SDCCAG8; SPATA7; TTLL5; TUBB4B; TUBGCP4; TUBGCP6; USH1C,0.3520289122665816,False
4,Cat,Syndromic,26,261,19,1.2375,0.09609188156358134,CTNND1; DYNC2H1; HGSNAT; IFT140; IFT172; SUMF1; WDR19,ABCC6; ABHD12; ACBD5; ADGRV1; AGXT; AIRE; ALDH3A2; ALPK1; AMACR; AMPD2; ANKRD17; AP3B1; AP3B2; AP3D1; ARL13B; ARMC9; ARSG; ATAD3A; ATG7; ATP6V1A; ATXN1; ATXN7; B3GALNT2; BBIP1; BBS10; BBS12; BBS4; BBS5; BBS7; BBS9; BLOC1S3; BLOC1S5; BLOC1S6; BOLA3; BRAF; BRAT1; BTD; C19orf12; CDH23; CEP104; CEP164; CEP41; CEP78; CHD7; CISD2; CLCN2; CLCN3; CLN8; CNNM4; COG4; COL11A1; COL18A1; COL2A1; COL4A1; COL4A4; COL4A5; COL9A1; COL9A2; COL9A3; CSPP1; CTC1; CTNS; CTSD; CYFIP2; CYP2R1; CYP2U1; DCT; DDHD2; DHX16; DIAPH1; DNAJC19; DPM1; DTNBP1; EDNRB; EIF2B4; ELOVL1; EPG5; EPRS1; ERCC3; ERCC6; ERCC8; FASTKD2; FDX2; FDXR; FRMD7; GJA1; GNB1; HADHA; HESX1; HIKESHI; HMX1; HPS1; HPS3; HPS4; HPS5; HPS6; HSD17B10; IBA57; IFT27; IFT74; IKBKG; ISCA2; JAG1; KIAA0586; KIF1A; KIF3B; KLC2; LAMA1; LAMB1; LAMB2; LAMP2; LETM1; LIG3; LRMDA; LRP2; LRRC32; LYST; LZTFL1; MAG; MAN2B1; MCOLN1; MECR; MED12; MFF; MFN2; MFRP; MITF; MKKS; MKS1; MMACHC; MPZ; MSTO1; MT-ATP6; MT-CO2; MT-ND3; MT-TE; MT-TH; MT-TL1; MT-TP; MT-TS2; MT-TV; MTO1; MTRFR; MYO7A; NADK2; NARS2; NDUFAF2; NDUFS2; NEUROD1; NGLY1; NPHP1; NPHP4; OAT; OCA2; OTX2; PANK2; PARS2; PAX2; PCCB; PCDH15; PDE6D; PDXK; PEX1; PEX2; PEX6; PEX7; PGK1; PHYH; PISD; PMM2; PNPLA6; PNPT1; POLG; POMT1; PPP1R21; PPT1; PRPS1; PTCD3; PTPN23; PYGM; RAB3GAP1; RBP4; RERE; RIMS2; RNF170; RNU4ATAC; RTN4IP1; SACS; SCAPER; SCLT1; SDCCAG8; SDHA; SDHB; SERAC1; SIX6; SLC19A2; SLC19A3; SLC24A5; SLC25A46; SLC38A3; SLC44A1; SLC45A2; SLC52A2; SLC6A6; SNF8; SNX10; SOX2; SPG11; SPTLC1; SRD5A3; ST3GAL5; STN1; STX3; TFG; TIMM8A; TINF2; TMEM138; TMEM218; TMEM231; TMEM67; TPP1; TRAF3IP1; TRAPPC12; TREX1; TRNT1; TSFM; TTPA; TUB; TUBB4B; TUBGCP4; TUBGCP6; TYR; TYRP1; UCHL1; USH1C; USH1G; VPS13B; WFS1; WHRN; YARS1; ZFYVE26; ZNF423,0.3520289122665816,False
13,Annotation,Mitochondria organisation,15,34,3,2.6,0.09994378833862505,BOLA3; CLN3; CLN5; CTSD; FDXR; ISCA2; MECR; MTO1; NARS2; PPT1; PTCD3; TSFM,AFG3L2; AP3B1; ATAD3A; COQ5; COQ8B; DDHD2; DNM1L; HSD17B10; LETM1; LIG3; MFN2; MFSD8; MSTO1; MT-ND1; MT-ND2; MT-ND4; MT-ND5; MT-ND6; NDUFAF2; NDUFS2; OPA1; OPA3; PANK2; PISD; PNPT1; POLG; RTN4IP1; SLC25A46; SPG7; TIMM8A; TMEM126A,0.36265317482872517,False
8,Annotation,Transcriptional regulation,24,48,5,1.9184,0.10586835072617992,ATAD3A; B3GALNT2; CAPN5; COL18A1; COL4A1; KIF11; LAMB2; LRP2; LRP5; LRRC32; MIR204; NDP; P3H2; POMGNT1; POMT1; RAB3GAP1; TSPAN12; TUBGCP6; VCAN,AHI1; AIRE; ARL2BP; ATF6; ATXN1; ATXN7; BBS7; CEP290; CHD7; CRX; EDNRB; EFEMP1; ERCC3; ERCC6; GATAD2B; HESX1; IFT74; IKBKG; JAG1; MAK; MED12; MITF; NEUROD1; NMNAT1; NR2E3; NR2F1; NRL; OTX2; PAX2; RAX2; RERE; SAMD7; SIX6; SLC38A3; SNF8; SOX2; TEAD1; THRB; TOPORS; TSFM; WFS1; ZNF423; ZNHIT3,0.3805268077988165,False
8,Cat,Non-syndromic,24,127,10,1.4501,0.1153840147555348,ATAD3A; B3GALNT2; COL18A1; COL4A1; HMX1; KIF11; LAMB2; LRP2; LRRC32; NDP; POMGNT1; POMT1; RAB3GAP1; TUBGCP6,ABCA4; ADAM9; ADAMTS18; AIPL1; ATF6; BEST1; C1QTNF5; CABP4; CACNA1F; CACNA2D4; CDHR1; CEP83; CERKL; CFH; CHM; CLCC1; CLEC3B; CNGA1; CNGA3; CNGB3; COQ5; COQ8B; CRB1; CRX; CTNNA1; CTNND1; CYP4V2; DHDDS; DHX38; DNM1L; DRAM2; EFEMP1; ELOVL4; EYS; FBLN5; GNAT1; GNAT2; GNB3; GPR143; GPR179; GRK1; GRM6; GUCA1A; GUCY2D; IDH3A; IDH3B; IGFBP7; IMPDH1; IMPG1; IMPG2; KCNJ13; KCNV2; KIAA1549; KIZ; LCA5; LRAT; LRIT3; MAK; MAPKAPK3; MCAT; MERTK; MT-CO1; MT-CO3; MT-CYB; MT-ND1; MT-ND2; MT-ND4; MT-ND4L; NR2E3; NRL; NYX; OPN1LW; OPN1MW; OPN1SW; PCARE; PDE6B; PDE6C; PDE6G; PDE6H; PLA2G5; POC1B; PRCD; PROM1; PRPF3; PRPF31; PRPF8; PRPH2; RAB28; RAX2; RBP3; RD3; RDH12; RDH5; REEP6; RGS9; RGS9BP; RHO; RLBP1; RP1; RP1L1; RP2; RPE65; RPGRIP1; RS1; SAG; SAMD7; SLC24A1; SLC38A8; SNRNP200; SPATA7; TEAD1; THRB; TLCD3B; TOPORS; TRPM1; TULP1; UBAP1L,0.410853360951951,False
13,Annotation,Lipid metabolism,15,58,4,2.0322,0.1200513506396274,BOLA3; CLN3; CLN5; CTSD; ISCA2; MFF; MTO1; NARS2; NDUFA12; PTCD3; TSFM,ABCA4; ABHD12; ACBD5; ALDH3A2; AMACR; BLOC1S6; CERKL; CFAP418; COQ2; CYP2R1; CYP2U1; CYP4V2; DDHD2; DHDDS; DPM1; EDNRB; ELOVL1; ELOVL4; FLVCR1; HADHA; HPS6; HSD17B10; INPP5E; LRAT; LRP2; MCAT; MFSD8; MT-TP; MVK; PCCB; PCYT1A; PDSS1; PEX2; PEX7; PHYH; PISD; PLA2G5; PNPLA6; RBP3; RBP4; RDH12; RDH5; RLBP1; RPE65; SERAC1; SLC44A1; SPTLC1; SRD5A3; ST3GAL5; SUMF1; TLCD3B; TPP1; TTPA; TYRP1,0.42351448697868554,False
14,Category,Other non-syndromic,13,21,2,3.2381,0.1223115410688535,ACO2; ADAM9; CDHR1; DRAM2; FRMD7; MCAT; NR2E3; OPN1SW; POC1B; TMEM126A; UBAP1L,ATOH7; BEST1; C1QTNF5; CABP4; CAPN5; CHM; CYP4V2; GPR143; KCNJ13; MAPKAPK3; MIR204; PAX6; PLA2G5; RDH5; RLBP1; RS1; SLC38A8; SUMF1; TEAD1,0.4275293316259925,False
